北海道稚内市,45.401611,141.682693
北海道札幌市,43.063968,141.347899
北海道旭川市,43.771179,142.368805
北海道帯広市,42.906750,143.183502
北海道釧路市,42.974270,144.382797
北海道室蘭市,42.336529,140.994400
北海道函館市,41.786770,140.994400
北海道小樽市,43.194462,141.003693
青森県むつ市,41.293516,141.182634
青森県青森市,40.824623,140.740593
青森県八戸市,40.523918,141.523300
岩手県盛岡市,39.703531,141.152667
岩手県宮古市,39.648092,141.940215
宮城県仙台市,38.268839,140.872103
秋田県秋田市,39.718600,140.102334
秋田県湯沢市,39.170175,140.505233
山形県山形市,38.240437,140.363634
山形県寒河江市,38.401096,140.272584
福島県福島市,37.750299,140.467521
福島県いわき市,37.058528,140.892308
福島県会津若松市,37.479516,139.934247
茨城県水戸市,36.341813,140.446793
茨城県かすみがうら市,36.101473,140.343301
茨城県北茨城市,36.803148,140.748643
栃木県栃木市,36.390652,139.742079
栃木県宇都宮市,36.565725,139.883565
栃木県日光市,36.730520,139.694225
群馬県前橋市,36.391208,139.060156
群馬県沼田市,36.653776,139.049456
埼玉県さいたま市,35.857428,139.648933
埼玉県深谷市,36.191838,139.281565
埼玉県熊谷市,36.147629,139.388643
埼玉県所沢市,35.807466,139.467116
埼玉県川越市,35.925321,139.485858
埼玉県本庄市,36.243815,139.190371
千葉県千葉市,35.605058,140.123308
千葉県柏市,35.862509,139.970907
千葉県銚子市,35.734633,140.827163
千葉県市原市,35.497766,140.115962
千葉県鴨川市,35.114057,140.099099
千葉県館山市,34.996481,139.870314
東京都千代田区,35.694019,139.753435
東京都中央区,35.670587,139.772003
東京都港区,35.658068,139.751599
東京都新宿区,35.689521,139.691704
東京都文京区,35.708068,139.752167
東京都台東区,35.712607,139.779996
東京都墨田区,35.710722,139.801497
東京都江東区,35.672803,139.817378
東京都品川区,35.609183,139.730139
東京都目黒区,35.641463,139.698171
東京都大田区,35.561311,139.716094
東京都世田谷区,35.642745,139.641387
東京都渋谷区,35.664035,139.698212
東京都中野区,35.707267,139.663737
東京都杉並区,35.699566,139.636438
東京都豊島区,35.732459,139.715405
東京都北区,35.752804,139.733481
東京都荒川区,35.736082,139.783369
東京都板橋区,35.75124,139.709305
東京都練馬区,35.735623,139.651658
東京都足立区,35.775664,139.804479
東京都葛飾区,35.743575,139.84718
東京都江戸川区,35.706657,139.868427
東京都府中市,35.682108,139.488764
東京都八王子市,35.663250,139.331207
東京都武蔵村山市,35.754674,139.387497
東京都町田市,35.541959,139.445641
東京都青梅市,35.792469,139.278706
東京都西多摩郡,35.809293,139.096607
神奈川県横浜市,35.447753,139.642514
神奈川県川崎市,35.531370,139.697035
神奈川県相模原市,35.571375,139.373332
神奈川県鎌倉市,35.318993,139.550757
神奈川県横須賀市,35.281392,139.672390
神奈川県小田原市,35.250625,139.158599
新潟県新潟市,37.902418,139.023221
新潟県上越市,37.167041,138.252526
新潟県十日町市,37.137187,138.779963
富山県富山市,36.695290,137.211338
富山県黒部市,36.882643,137.465374
石川県金沢市,36.594682,136.625573
石川県佐渡市,38.012184,138.375158
福井県福井市,36.065219,136.221642
福井県敦賀市,35.645347,136.055501
山梨県甲府市,35.664158,138.568449
山梨県大月市,35.610460,138.939974
山梨県南アルプス市,35.606800,138.463394
長野県長野市,36.651289,138.181224
長野県松本市,36.238338,137.971918
岐阜県岐阜市,35.391227,136.722291
岐阜県下呂市,35.814660,137.229463
岐阜県飛騨市,36.243401,137.180207
静岡県伊豆市,34.979283,138.950939
静岡県富士市,35.161987,138.676750
静岡県静岡市,34.976978,138.383054
静岡県浜松市,34.703689,137.734753
愛知県名古屋市,35.180188,136.906565
三重県津市,34.730283,136.508591
三重県四日市市,34.972514,136.642278
三重県志摩市,34.346381,136.825387
滋賀県大津市,35.004531,135.868590
京都府京都市,35.021004,135.755608
京都府宇治市,34.895081,135.806271
京都府舞鶴市,35.475860,135.387244
大阪府大阪市,34.686316,135.519711
大阪府吹田市,34.758988,135.516933
大阪府堺市,34.580546,135.468110
兵庫県神戸市,34.691279,135.183025
兵庫県姫路市,34.829361,134.703094
奈良県奈良市,34.685333,135.832744
奈良県大和高田市,34.515201,135.737889
和歌山県和歌山市,34.226034,135.167506
和歌山県新宮市,33.725692,135.997188
鳥取県鳥取市,35.503869,134.237672
鳥取県倉吉市,35.437304,133.830865
島根県松江市,35.472297,133.050499
島根県出雲市,35.373897,132.744603
岡山県岡山市,34.661772,133.934675
岡山県倉敷市,34.604740,133.768707
広島県広島市,34.396560,132.459622
広島県呉市,34.236961,132.564606
山口県山口市,34.186121,131.470500
山口県下関市,33.953159,130.939102
徳島県徳島市,34.065770,134.559303
徳島県阿波市,34.122585,134.289039
香川県高松市,34.340149,134.043444
愛媛県松山市,33.841660,132.765362
愛媛県宇和島市,33.232222,132.578682
高知県高知市,33.559705,133.531080
高知県四万十市,33.003081,132.952545
福岡県北九州市,33.889336,130.877322
福岡県福岡市,33.606785,130.418314
佐賀県佐賀市,33.249367,130.298822
長崎県長崎市,32.744839,129.873756
長崎県佐世保市,33.159969,129.733902
熊本県熊本市,32.789828,130.741667
熊本県阿蘇市,32.965556,131.122271
大分県大分市,33.238194,131.612591
宮崎県宮崎市,31.911090,131.423855
宮崎県日向市,32.426203,131.606223
鹿児島県鹿児島市,31.560148,130.557981
鹿児島県枕崎市,31.290300,130.314594
鹿児島県指宿市,31.257713,130.639187
鹿児島県肝属郡,31.215235,130.898291
沖縄県那覇市,26.212401,127.680932
